"Years","CO2EQ","CO2","CH4","N2O","RF"
1919,293.81347,302.7,972,282.7,0.64062566
1920,294.37098,303.025,977.75,282.925,0.53860773
1921,294.95151,303.4,983.25,283.175,0.51390834
1922,295.68377,303.775,989,283.4,0.59917404
1923,295.58615,304.125,995,283.6,0.6188415
1924,295.65484,304.525,1001,283.8,0.62160553
1925,296.25067,304.975,1007,284,0.65690052
1926,296.81103,305.4,1013,284.225,0.70124531
1927,297.14059,305.825,1019,284.45,0.72125112
1928,297.49651,306.3,1025,284.625,0.67462867
1929,297.96527,306.775,1030.75,284.8,0.62401289
1930,298.61802,307.225,1036.25,284.975,0.65251894
1931,299.6497,307.7,1041.75,285.125,0.6785285
1932,300.71564,308.175,1047.25,285.3,0.64515032
1933,301.45026,308.6,1052.75,285.5,0.65684612
1934,301.83497,309,1058,285.7,0.71706368
1935,302.24383,309.4,1063,285.9,0.77329698
1936,302.53336,309.75,1068,286.1,0.83155121
1937,302.82266,310,1073,286.275,0.84505011
1938,303.56161,310.175,1078,286.425,0.833606
1939,304.10605,310.3,1083,286.575,0.83751216
1940,304.10083,310.375,1088.25,286.725,0.84838382
1941,303.847,310.375,1093.75,286.9,0.84065291
1942,303.56374,310.3,1099,287.1,0.79637885
1943,303.42564,310.2,1104,287.3,0.77291049
1944,303.26736,310.125,1109.25,287.525,0.8014979
1945,303.23386,310.1,1114.75,287.775,0.84012487
1946,303.00439,310.125,1120.5,288.025,0.87434778
1947,302.45801,310.2,1126.75,288.275,0.88946972
1948,302.01134,310.325,1133.25,288.525,0.89886532
1949,301.9696,310.5,1140,288.775,0.87852081
1950,301.92017,310.75,1147.25,289,0.84163896
1951,300.87693,311.1,1155,289.2,0.80135099
1952,299.88451,311.5,1163.5,289.425,0.76630996
1953,299.76378,311.925,1172.75,289.675,0.74610376
1954,299.76984,312.425,1182.25,289.9,0.75480507
1955,299.80994,313,1192,290.125,0.81537626
1956,299.87995,313.6,1202.25,290.375,0.89909856
1957,300.01814,314.225,1213,290.6,0.96679968
1958,300.42588,314.8475,1224,290.825,0.98244834
1959,301.36642,315.5,1235.25,291.1,0.96883259
1960,302.54075,316.2725,1247,291.4,0.88020351
1961,302.71708,317.075,1259.25,291.675,0.75156663
1962,302.62276,317.795,1272,291.925,0.64515114
1963,303.11374,318.3975,1285,292.225,0.1620533
1964,303.60921,318.925,1298.25,292.6,-0.18567194
1965,304.41983,319.6475,1312,293,0.16267508
1966,305.56389,320.6475,1326,293.4,0.59334428
1967,306.5942,321.605,1340.25,293.8,0.76875547
1968,307.80774,322.635,1355,294.225,0.60919867
1969,309.59802,323.9025,1370.25,294.7,0.57531732
1970,311.80753,324.985,1385.75,295.2,0.84740204
1971,314.08678,325.855,1401.25,295.7,1.0370201
1972,316.19275,327.14,1417,296.225,1.0974394
1973,318.11545,328.6775,1433,296.8,1.0624488
1974,319.5999,329.7425,1449,297.4,0.91537051
1975,320.88163,330.585,1465,298,0.82176973
1976,322.19127,331.7475,1481,298.65,0.97769425
1977,323.87398,333.2725,1497.25,299.36,1.1988289
1978,326.20992,334.8475,1513.75,300.0825,1.2758337
1979,328.74045,336.525,1530.25,300.74,1.3561905
1980,330.86448,338.36,1547.75,301.3825,1.466064
1981,332.22762,339.7275,1566.75,302.22,1.4077614
1982,333.03368,340.7925,1586.25,303.0975,0.71477621
1983,334.24432,342.1975,1605.845,303.805,0.40876639
1984,336.14519,343.7825,1623.705,304.3975,0.95187721
1985,338.19811,345.2825,1637.9925,305.0875,1.2513234
1986,340.22271,346.7975,1650.435,305.7725,1.3423653
1987,342.40873,348.645,1662.2,306.2625,1.4352832
1988,345.08452,350.7375,1673.07,307.195,1.5760874
1989,347.72931,352.4875,1683.47,308.5075,1.7006148
1990,349.91054,353.855,1693.63,309.485,1.7456356
1991,351.18907,355.0175,1703.8175,310.1125,0.80674072
1992,351.54763,355.885,1711.8,310.6025,0.18316716
1993,352.27475,356.7775,1716.29,311.0775,0.8971375
1994,353.73698,358.1275,1721.0125,311.6025,1.436801
1995,355.93868,359.8375,1726.35,312.295,1.6412118
1996,358.2628,361.4625,1730.01,313.0475,1.7378777
1997,359.83008,363.155,1734.8175,313.76,1.8156668
1998,361.47123,365.3225,1742.71,314.5325,1.9242133
1999,363.28251,367.3475,1749.2425,315.2575,2.0332219
2000,364.36712,368.865,1751.0225,315.85,2.0961904
2001,365.65347,370.4675,1750.7075,316.4875,2.1279809
2002,367.97846,372.5225,1752.1875,317.245,2.1453595
2003,370.51984,374.76,1754.76,318.0175,2.1378986
2004,372.78524,376.8125,1755.065,318.71,2.1258179
2005,375.14774,378.8125,1753.735,319.44,2.0837516
2006,377.9461,380.8275,1754.5142,320.19967,1.9905206
2007,380.85653,382.7775,1757.2779,320.88947,1.9519499
2008,383.83367,384.8,1760.3918,321.58051,1.9858937
2009,386.97977,386.9516,1763.7761,322.27296,2.0752886
2010,390.16358,389.12785,1767.0978,322.96652,2.1917034
2011,393.30729,391.27357,1770.3696,323.66136,2.2685169
2012,396.50327,393.4211,1773.634,324.35776,2.3200181
2013,399.74953,395.58283,1776.916,325.0557,2.3460167
2014,403.0079,397.76408,1780.2442,325.75517,2.3443654
2015,406.30368,399.96631,1783.6532,326.45616,2.3427366
2016,409.63408,402.18432,1787.1405,327.15866,2.3585191
2017,412.99225,404.41077,1790.6772,327.86264,2.3850346
2018,416.37558,406.64292,1794.2446,328.56811,2.4167081
2019,419.82976,408.8817,1797.8331,329.27503,2.4530963
2020,423.2685,411.12868,1801.4336,329.98341,2.5424838
2021,426.57304,413.37804,1804.9692,330.69322,2.6570033
2022,429.85219,415.63944,1808.3032,331.40414,2.7323143
2023,433.18135,417.93551,1811.4034,332.11582,2.7824733
2024,436.54545,420.27395,1814.3245,332.82825,2.8069722
2025,439.94925,422.65593,1817.1155,333.54143,2.8040919
2026,443.3933,425.07983,1819.8284,334.25534,2.8012462
2027,446.87097,427.53791,1822.4758,334.96997,2.8157925
2028,450.37214,430.0206,1825.0416,335.68531,2.8410257
2029,453.89223,432.5234,1827.5186,336.40136,2.8713513
2030,457.45837,435.04594,1829.9083,337.11811,2.9061927
2031,461.09933,437.58886,1832.2116,337.83556,2.9950469
2032,464.72715,440.13137,1834.2573,338.5514,3.1101839
2033,468.29171,442.66419,1835.9165,339.26337,3.1854086
2034,471.84006,445.20699,1837.2698,339.97144,3.2345717
2035,475.38306,447.76978,1838.3808,340.67563,3.2575877
2036,478.92388,450.35539,1839.3058,341.37592,3.2527252
2037,482.46212,452.96337,1840.1035,342.07235,3.2473965
2038,485.98924,455.58649,1840.7918,342.76495,3.2589557
2039,489.49313,458.2152,1841.3593,343.45375,3.2806965
2040,492.99769,460.84499,1841.8029,344.13879,3.3073332
2041,496.53319,463.47549,1842.1277,344.82011,3.3383006
2042,500.02452,466.09336,1842.2412,345.49546,3.4219127
2043,503.4167,468.67807,1841.988,346.16264,3.5309733
2044,506.74797,471.23389,1841.3496,346.82167,3.6003551
2045,510.04827,473.78031,1840.4075,347.47259,3.6436077
2046,513.33668,476.32819,1839.2273,348.11545,3.6607272
2047,516.62264,478.88085,1837.8661,348.7503,3.6500477
2048,519.9107,481.43826,1836.3831,349.37722,3.6390339
2049,523.19569,483.99308,1834.7965,349.99627,3.6450802
2050,526.37589,486.53532,1833.0944,350.60754,3.6604819
2051,529.35342,489.06035,1831.2756,351.21109,3.6786363
2052,532.17795,491.53558,1829.2097,351.80717,3.6992761
2053,534.90801,493.93186,1826.7763,352.39606,3.7722813
2054,537.53828,496.24365,1823.9312,352.97782,3.8709869
2055,540.07165,498.47436,1820.661,353.55252,3.9298031
2056,542.53604,500.64502,1817.0522,354.12023,3.9622374
2057,544.94887,502.76788,1813.1751,354.681,3.9682578
2058,547.31846,504.84729,1809.0911,355.23491,3.9461819
2059,549.6494,506.88408,1804.8626,355.78201,3.9234708
2060,551.91183,508.87135,1800.5112,356.32237,3.9172628
2061,554.07021,510.79905,1796.029,356.85605,3.9206221
2062,556.12332,512.64717,1791.3398,357.38243,3.9280324
2063,558.07691,514.40151,1786.3824,357.90088,3.9387019
2064,559.93397,516.06461,1781.1776,358.41148,4.0018523
2065,561.68202,517.62854,1775.6742,358.91428,4.0907387
2066,563.32208,519.09606,1769.8516,359.40934,4.1397461
2067,564.88122,520.48828,1763.7874,359.89673,4.1623578
2068,566.37634,521.81772,1757.5445,360.37652,4.1585262
2069,567.81504,523.08871,1751.1765,360.84878,4.1265564
2070,569.17631,524.30217,1744.7388,361.31358,4.0936458
2071,570.42763,525.45089,1738.2476,361.77097,4.0769187
2072,571.56163,526.50901,1731.6149,362.22036,4.0697527
2073,572.57863,527.45707,1724.7672,362.66114,4.0666372
2074,573.47962,528.29593,1717.7215,363.09336,4.066707
2075,574.26681,529.02718,1710.4939,363.5171,4.1191713
2076,574.92725,529.64253,1703.0317,363.93242,4.197278
2077,575.4613,530.14419,1695.3121,364.3394,4.2354
2078,575.89726,530.55341,1687.4256,364.73811,4.2470212
2079,576.25987,530.88313,1679.5515,365.12863,4.2321612
2080,576.42655,531.13797,1671.8286,365.51103,4.1881846
2081,576.26179,531.31935,1664.2839,365.88539,4.1415211
2082,576.04369,531.48991,1657.1219,366.2538,4.1120822
2083,575.9732,531.70213,1650.4938,366.61836,4.094886
2084,575.96505,531.94208,1644.3245,366.97916,4.083454
2085,576.01015,532.20472,1638.5564,367.33624,4.0768219
2086,576.10176,532.48672,1633.1396,367.68968,4.1241099
2087,576.21926,532.77553,1627.9657,368.03952,4.1984901
2088,576.35645,533.06978,1622.9629,368.38579,4.2342698
2089,576.53478,533.38792,1618.1547,368.72852,4.2448654
2090,576.76615,533.74072,1613.5543,369.06775,4.2301734
2091,577.05342,534.13086,1609.1698,369.4035,4.1884486
2092,577.39691,534.55754,1605.0136,369.73581,4.1471019
2093,577.78563,535.01142,1601.0651,370.0647,4.1234731
2094,578.20286,535.47962,1597.2813,370.39021,4.1108259
2095,578.6387,535.95487,1593.6308,370.71236,4.1035291
2096,579.08959,536.4351,1590.0932,371.03119,4.1006696
2097,579.55387,536.91986,1586.6513,371.34672,4.1514154
2098,580.01489,537.39855,1583.2279,371.65898,4.2289764
2099,580.46977,537.87136,1579.7777,371.96801,4.2676918
2100,580.90945,538.3583,1576.3458,372.27383,4.2807659
2101,581.31548,538.8715,1572.9651,372.57648,4.2678861
2102,581.72237,539.38819,1569.8136,372.87385,4.2275715
2103,582.1438,539.88381,1567.0533,373.16386,4.1872896
2104,582.55276,540.35213,1564.6447,373.44653,4.1641942
2105,582.93374,540.78203,1562.5289,373.72189,4.1515622
2106,583.2782,541.16804,1560.6601,373.98999,4.1437765
2107,583.58373,541.50962,1559.0055,374.25087,4.1399357
2108,583.84973,541.80769,1557.5365,374.50461,4.1892183
2109,584.06033,542.05261,1556.1674,374.75127,4.2648432
2110,584.21345,542.24555,1554.8445,374.9909,4.3011572
2111,584.33458,542.40767,1553.6041,375.22359,4.3116118
2112,584.44769,542.55941,1552.4713,375.44938,4.2962125
2113,584.56656,542.71221,1551.4648,375.66834,4.2533141
2114,584.69297,542.86612,1550.6065,375.88053,4.2103425
2115,584.8172,543.01262,1549.8852,376.08601,4.1846517
2116,584.92375,543.13926,1549.2673,376.28485,4.1695194
2117,585.00388,543.23925,1548.7291,376.4771,4.1593267
2118,585.05518,543.31105,1548.2571,376.66283,4.1531721
2119,585.07713,543.35475,1547.84,376.84209,4.2002342
2120,585.05381,543.35993,1547.4073,377.01495,4.2737318
2121,584.98316,543.32712,1546.9191,377.18145,4.3080112
2122,584.90271,543.28815,1546.423,377.34167,4.3166336
2123,584.83964,543.26597,1545.9542,377.49566,4.2996336
2124,584.7994,543.26382,1545.5401,377.64347,4.2552897
2125,584.78426,543.28162,1545.2106,377.78516,4.2110329
2126,584.78424,543.31031,1544.9617,377.92079,4.1842147
2127,584.78334,543.337,1544.7657,378.05041,4.1681082
2128,584.77272,543.35452,1544.6047,378.17408,4.1570931
2129,584.74985,543.36102,1544.4702,378.29185,4.1502671
2130,584.71411,543.35628,1544.3551,378.40378,4.196808
2131,584.64948,543.32954,1544.1928,378.50991,4.2699331
2132,584.55565,543.28277,1543.947,378.61031,4.3040052
2133,584.45992,543.23814,1543.6681,378.70503,4.312492
2134,584.3783,543.20814,1543.3938,378.79411,4.295326
2135,584.3173,543.19691,1543.1543,378.87762,4.2507957
2136,584.27945,543.20476,1542.9814,378.95559,4.206334
2137,584.2553,543.22301,1542.8731,379.02809,4.1792976
2138,584.22957,543.23901,1542.8037,379.09516,4.162966
2139,584.1937,543.2458,1542.7566,379.15685,4.151722
2140,584.14544,543.24169,1542.7249,379.21322,4.1446653
2141,584.08436,543.22663,1542.7027,379.2643,4.1909757
2142,583.99445,543.18977,1542.6246,379.31015,4.2638703
2143,583.87352,543.13128,1542.4553,379.35082,4.2976949
2144,583.74736,543.07193,1542.2462,379.38635,4.3059034
2145,583.63233,543.02451,1542.0358,379.4168,4.2884318
2146,583.53519,542.9934,1541.8547,379.4422,4.2435709
2147,583.45869,542.97911,1541.7355,379.4626,4.1987558
2148,583.39357,542.97309,1541.6766,379.47806,4.1713446
2149,583.32469,542.96279,1541.6527,379.48861,4.1877623
2150,583.28779,542.95532,1541.6471,379.49266,4.2148571
2151,583.28779,542.95532,1541.6471,379.49266,4.2148571
2152,583.28779,542.95532,1541.6471,379.49266,4.2148571
2153,583.28779,542.95532,1541.6471,379.49266,4.2148571
2154,583.28779,542.95532,1541.6471,379.49266,4.2148571
2155,583.28779,542.95532,1541.6471,379.49266,4.2148571
2156,583.28779,542.95532,1541.6471,379.49266,4.2148571
2157,583.28779,542.95532,1541.6471,379.49266,4.2148571
2158,583.28779,542.95532,1541.6471,379.49266,4.2148571
2159,583.28779,542.95532,1541.6471,379.49266,4.2148571
2160,583.28779,542.95532,1541.6471,379.49266,4.2148571
2161,583.28779,542.95532,1541.6471,379.49266,4.2148571
2162,583.28779,542.95532,1541.6471,379.49266,4.2148571
2163,583.28779,542.95532,1541.6471,379.49266,4.2148571
2164,583.28779,542.95532,1541.6471,379.49266,4.2148571
2165,583.28779,542.95532,1541.6471,379.49266,4.2148571
2166,583.28779,542.95532,1541.6471,379.49266,4.2148571
2167,583.28779,542.95532,1541.6471,379.49266,4.2148571
2168,583.28779,542.95532,1541.6471,379.49266,4.2148571
2169,583.28779,542.95532,1541.6471,379.49266,4.2148571
2170,583.28779,542.95532,1541.6471,379.49266,4.2148571
2171,583.28779,542.95532,1541.6471,379.49266,4.2148571
2172,583.28779,542.95532,1541.6471,379.49266,4.2148571
2173,583.28779,542.95532,1541.6471,379.49266,4.2148571
2174,583.28779,542.95532,1541.6471,379.49266,4.2148571
2175,583.28779,542.95532,1541.6471,379.49266,4.2148571
2176,583.28779,542.95532,1541.6471,379.49266,4.2148571
2177,583.28779,542.95532,1541.6471,379.49266,4.2148571
2178,583.28779,542.95532,1541.6471,379.49266,4.2148571
2179,583.28779,542.95532,1541.6471,379.49266,4.2148571
2180,583.28779,542.95532,1541.6471,379.49266,4.2148571
2181,583.28779,542.95532,1541.6471,379.49266,4.2148571
2182,583.28779,542.95532,1541.6471,379.49266,4.2148571
2183,583.28779,542.95532,1541.6471,379.49266,4.2148571
2184,583.28779,542.95532,1541.6471,379.49266,4.2148571
2185,583.28779,542.95532,1541.6471,379.49266,4.2148571
2186,583.28779,542.95532,1541.6471,379.49266,4.2148571
2187,583.28779,542.95532,1541.6471,379.49266,4.2148571
2188,583.28779,542.95532,1541.6471,379.49266,4.2148571
2189,583.28779,542.95532,1541.6471,379.49266,4.2148571
2190,583.28779,542.95532,1541.6471,379.49266,4.2148571
2191,583.28779,542.95532,1541.6471,379.49266,4.2148571
2192,583.28779,542.95532,1541.6471,379.49266,4.2148571
2193,583.28779,542.95532,1541.6471,379.49266,4.2148571
2194,583.28779,542.95532,1541.6471,379.49266,4.2148571
2195,583.28779,542.95532,1541.6471,379.49266,4.2148571
2196,583.28779,542.95532,1541.6471,379.49266,4.2148571
2197,583.28779,542.95532,1541.6471,379.49266,4.2148571
2198,583.28779,542.95532,1541.6471,379.49266,4.2148571
2199,583.28779,542.95532,1541.6471,379.49266,4.2148571
2200,583.28779,542.95532,1541.6471,379.49266,4.2148571
2201,583.28779,542.95532,1541.6471,379.49266,4.2148571
2202,583.28779,542.95532,1541.6471,379.49266,4.2148571
2203,583.28779,542.95532,1541.6471,379.49266,4.2148571
2204,583.28779,542.95532,1541.6471,379.49266,4.2148571
2205,583.28779,542.95532,1541.6471,379.49266,4.2148571
2206,583.28779,542.95532,1541.6471,379.49266,4.2148571
2207,583.28779,542.95532,1541.6471,379.49266,4.2148571
2208,583.28779,542.95532,1541.6471,379.49266,4.2148571
2209,583.28779,542.95532,1541.6471,379.49266,4.2148571
2210,583.28779,542.95532,1541.6471,379.49266,4.2148571
2211,583.28779,542.95532,1541.6471,379.49266,4.2148571
2212,583.28779,542.95532,1541.6471,379.49266,4.2148571
2213,583.28779,542.95532,1541.6471,379.49266,4.2148571
2214,583.28779,542.95532,1541.6471,379.49266,4.2148571
2215,583.28779,542.95532,1541.6471,379.49266,4.2148571
2216,583.28779,542.95532,1541.6471,379.49266,4.2148571
2217,583.28779,542.95532,1541.6471,379.49266,4.2148571
2218,583.28779,542.95532,1541.6471,379.49266,4.2148571
2219,583.28779,542.95532,1541.6471,379.49266,4.2148571
2220,583.28779,542.95532,1541.6471,379.49266,4.2148571
2221,583.28779,542.95532,1541.6471,379.49266,4.2148571
2222,583.28779,542.95532,1541.6471,379.49266,4.2148571
2223,583.28779,542.95532,1541.6471,379.49266,4.2148571
2224,583.28779,542.95532,1541.6471,379.49266,4.2148571
2225,583.28779,542.95532,1541.6471,379.49266,4.2148571
2226,583.28779,542.95532,1541.6471,379.49266,4.2148571
2227,583.28779,542.95532,1541.6471,379.49266,4.2148571
2228,583.28779,542.95532,1541.6471,379.49266,4.2148571
2229,583.28779,542.95532,1541.6471,379.49266,4.2148571
2230,583.28779,542.95532,1541.6471,379.49266,4.2148571
2231,583.28779,542.95532,1541.6471,379.49266,4.2148571
2232,583.28779,542.95532,1541.6471,379.49266,4.2148571
2233,583.28779,542.95532,1541.6471,379.49266,4.2148571
2234,583.28779,542.95532,1541.6471,379.49266,4.2148571
2235,583.28779,542.95532,1541.6471,379.49266,4.2148571
2236,583.28779,542.95532,1541.6471,379.49266,4.2148571
2237,583.28779,542.95532,1541.6471,379.49266,4.2148571
2238,583.28779,542.95532,1541.6471,379.49266,4.2148571
2239,583.28779,542.95532,1541.6471,379.49266,4.2148571
2240,583.28779,542.95532,1541.6471,379.49266,4.2148571
2241,583.28779,542.95532,1541.6471,379.49266,4.2148571
2242,583.28779,542.95532,1541.6471,379.49266,4.2148571
2243,583.28779,542.95532,1541.6471,379.49266,4.2148571
2244,583.28779,542.95532,1541.6471,379.49266,4.2148571
2245,583.28779,542.95532,1541.6471,379.49266,4.2148571
2246,583.28779,542.95532,1541.6471,379.49266,4.2148571
2247,583.28779,542.95532,1541.6471,379.49266,4.2148571
2248,583.28779,542.95532,1541.6471,379.49266,4.2148571
2249,583.28779,542.95532,1541.6471,379.49266,4.2148571
2250,583.28779,542.95532,1541.6471,379.49266,4.2148571
2251,583.28779,542.95532,1541.6471,379.49266,4.2148571
2252,583.28779,542.95532,1541.6471,379.49266,4.2148571
2253,583.28779,542.95532,1541.6471,379.49266,4.2148571
